DAY,VOLUME_USD
2021-11-11 00:00:00.000,"null"
2021-11-12 00:00:00.000,3750395.74
2021-11-13 00:00:00.000,2854720.93
2021-11-14 00:00:00.000,4147862.85
2021-11-15 00:00:00.000,4079434.15
2021-11-16 00:00:00.000,7097624.34
2021-11-17 00:00:00.000,8102244.24
2021-11-18 00:00:00.000,8232780.94
2021-11-19 00:00:00.000,7252661.96
2021-11-20 00:00:00.000,4157898.17
2021-11-21 00:00:00.000,4480319.69
2021-11-22 00:00:00.000,6563035.66
2021-11-23 00:00:00.000,5685678.88
2021-11-24 00:00:00.000,5934234.87
2021-11-25 00:00:00.000,4859836.77
2021-11-26 00:00:00.000,8933362.79
2021-11-27 00:00:00.000,3134526.43
2021-11-28 00:00:00.000,6368665.83
2021-11-29 00:00:00.000,4596497.59
2021-11-30 00:00:00.000,7345488
2021-12-01 00:00:00.000,5650168.57
2021-12-02 00:00:00.000,6462095.8
2021-12-03 00:00:00.000,5461091.75
2021-12-04 00:00:00.000,8436256.17
2021-12-05 00:00:00.000,4620417.01
2021-12-06 00:00:00.000,6188239.53
2021-12-07 00:00:00.000,4437976.4
2021-12-08 00:00:00.000,5467991.87
2021-12-09 00:00:00.000,6035234.06
2021-12-10 00:00:00.000,8090936.41
2021-12-11 00:00:00.000,4344219.74
2021-12-12 00:00:00.000,2730475.96
2021-12-13 00:00:00.000,5694923.7
2021-12-14 00:00:00.000,8391149.96
2021-12-15 00:00:00.000,6797144.95
2021-12-16 00:00:00.000,6348497.24
2021-12-17 00:00:00.000,5744007.36
2021-12-18 00:00:00.000,4915223.45
2021-12-19 00:00:00.000,5279960.95
2021-12-20 00:00:00.000,4899221.83
2021-12-21 00:00:00.000,2957922.76
2021-12-22 00:00:00.000,3142206.41
2021-12-23 00:00:00.000,4009126.34
2021-12-24 00:00:00.000,4082731.61
2021-12-25 00:00:00.000,4197476.85
2021-12-26 00:00:00.000,7799936.83
2021-12-27 00:00:00.000,3542610.56
2021-12-28 00:00:00.000,4537110.77
2021-12-29 00:00:00.000,2946301.65
2021-12-30 00:00:00.000,2712817.13
2021-12-31 00:00:00.000,3953507.37
2022-01-01 00:00:00.000,1832597.35
2022-01-02 00:00:00.000,2355289.85
2022-01-03 00:00:00.000,2782585.14
2022-01-04 00:00:00.000,3352481.29
2022-01-05 00:00:00.000,6284839.89
2022-01-06 00:00:00.000,6097460.61
2022-01-07 00:00:00.000,9798091.86
2022-01-08 00:00:00.000,4360742.11
2022-01-09 00:00:00.000,2682642.96
2022-01-10 00:00:00.000,5222371.96
2022-01-11 00:00:00.000,2407570.98
2022-01-12 00:00:00.000,3124658.35
2022-01-13 00:00:00.000,3183376.44
2022-01-14 00:00:00.000,3494335.53
2022-01-15 00:00:00.000,2669260.23
2022-01-16 00:00:00.000,3430632.27
2022-01-17 00:00:00.000,3095357.03
2022-01-18 00:00:00.000,6185764.18
2022-01-19 00:00:00.000,6309854.82
2022-01-20 00:00:00.000,5608587.06
2022-01-21 00:00:00.000,12044025.38
2022-01-22 00:00:00.000,7016465.09
2022-01-23 00:00:00.000,4086823.66
2022-01-24 00:00:00.000,8452507.72
2022-01-25 00:00:00.000,5493663.97
2022-01-26 00:00:00.000,6885537.47
2022-01-27 00:00:00.000,4412537.99
2022-01-28 00:00:00.000,3693021.14
2022-01-29 00:00:00.000,1820066.24
2022-01-30 00:00:00.000,1935959.57
2022-01-31 00:00:00.000,3437055.2
2022-02-01 00:00:00.000,2871231.2
2022-02-02 00:00:00.000,5049740.45
