DATE,POOL_NAME,POOL_ADDR,MIN_EP,MAX_EP
2024-02-16 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,2726.778756091,2737.563063712
2024-02-17 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,2777.987336295,2777.987336295
2024-02-20 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,2904.778352347,2991.966177643
2024-02-21 00:00:00.000,WBTC-USDC,0x599bb1269b71625da7761ba79a228230c8354c55,74658,74658
2024-02-21 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,2888.477504754,3020.792
2024-02-21 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,2961.75,3508.750057292
2024-02-22 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,2890,95923.455209237
2024-02-22 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,2877.328620511,3310.922142413
2024-02-23 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,2909.051607743,3060.78
2024-02-23 00:00:00.000,WBTC-USDC,0x599bb1269b71625da7761ba79a228230c8354c55,65727.083333333,65727.083333333
2024-02-23 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,2908.952597199,2965.981983489
2024-02-24 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,2924.544359008,2990.613081934
2024-02-24 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,2882.790554342,2980.14
2024-02-25 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,2989.25044033,3113.446482517
2024-02-25 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,2910.763888889,3124.17
2024-02-26 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,3008.510014316,3189.11
2024-02-26 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,3112.24,3231.8
2024-02-27 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,3190.315462665,3265.146328767
2024-02-27 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,3200.194933653,3249.07
2024-02-28 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,2602.02896,3411.848444444
2024-02-28 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,3234.351217755,3396.739999851
2024-02-28 00:00:00.000,ATRADE-USDT,0xf6367720b609bd303a1cf08acc14fd76c1336278,0.002878269774,0.003000815816
2024-02-29 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,3320.700592418,3476.1445
2024-02-29 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,3342.4188765,3490.483662801
2024-03-01 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,3372.00886368,3425.356
2024-03-01 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,3372.7493605,3431.629646551
2024-03-01 00:00:00.000,RWAS-USDT,0x3225e22a15a2f00f91c661e0ed32b631f0fee1fe,0.9877917647,0.9877917647
2024-03-02 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,3405.238584911,3427.112107324
2024-03-02 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,3384.877967241,3434.383797016
2024-03-03 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,3355.86840197,3459.137842734
2024-03-03 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,3389.864316002,3419.064
2024-03-03 00:00:00.000,ATRADE-USDT,0xf6367720b609bd303a1cf08acc14fd76c1336278,0.002999,0.002999
2024-03-04 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,3459.844590349,3584.944
2024-03-04 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,3440.711121416,10694.231464651
2024-03-04 00:00:00.000,USDC-TRUCE,0x56a3454c77b1856f1c65975dbf209c4b1c0a6325,0.00007339581141,0.000101140183
2024-03-05 00:00:00.000,USDC-TRUCE,0x56a3454c77b1856f1c65975dbf209c4b1c0a6325,0.0001470816243,0.0001561348535
2024-03-05 00:00:00.000,0xb30...a723-USDT,0x0167c139a20241d1e143234fb35e2f93eeba6fe2,8.84225e-21,9.588e-21
2024-03-05 00:00:00.000,SCB-USDT,0x256731287336db62a45d51ffe269cb2dd0375d76,98.71,98.71
2024-03-05 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,778.604352715,13038.368942342
2024-03-05 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,3403.9401384,3806.45010151
2024-03-06 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,2985.314625,3834.615971326
2024-03-06 00:00:00.000,USDC-TRUCE,0x56a3454c77b1856f1c65975dbf209c4b1c0a6325,0.0001756576344,0.0002114104104
2024-03-06 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,3518.847574447,3875.19119246
2024-03-06 00:00:00.000,RWAS-USDT,0x3225e22a15a2f00f91c661e0ed32b631f0fee1fe,0.7081571924,0.7081571924
2024-03-06 00:00:00.000,CKB-USDT,0x6f87f254172b9fff12d32ea3bb1616a43ca314ae,0.0000988,0.00009884210526
2024-03-07 00:00:00.000,USDC-TRUCE,0x56a3454c77b1856f1c65975dbf209c4b1c0a6325,0.0005986782344,0.001980571276
2024-03-07 00:00:00.000,ARB-USDC,0x011f31d20c8778c8beb1093b73e3a5690ee6271b,0.15801144,0.15801144
2024-03-07 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,1326.449325301,4024.277743917
2024-03-07 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,3754.897712418,3887.015
2024-03-07 00:00:00.000,USDC-USDC,0xe58f3d11e3cdec91ab2bc74a3f9ce10cd8cf6946,0.009572400471,0.009572400471
2024-03-08 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,3597.557460085,5196.936026945
2024-03-08 00:00:00.000,USDC-TRUCE,0x56a3454c77b1856f1c65975dbf209c4b1c0a6325,0.00125158973,0.001865931595
2024-03-08 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,3341.741695464,4147.209250408
2024-03-09 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,2889.517700433,4015.150712837
2024-03-09 00:00:00.000,USDC-USDC,0xe58f3d11e3cdec91ab2bc74a3f9ce10cd8cf6946,0.9254783897,0.9254783897
2024-03-09 00:00:00.000,ARB-USDT,0x53d461d05fd85499a9c2b1fdfb8a12be496c0265,2.90975161,2.90975161
2024-03-09 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,3381.485671463,4501.002646181
2024-03-09 00:00:00.000,USDC-TRUCE,0x56a3454c77b1856f1c65975dbf209c4b1c0a6325,0.00139135232,0.002331101027
2024-03-09 00:00:00.000,ARB-USDC,0x011f31d20c8778c8beb1093b73e3a5690ee6271b,2.406944812,2.95924376
2024-03-10 00:00:00.000,WETH-USDC,0xf64dfe17c8b87f012fcf50fbda1d62bfa148366a,3007.107460032,3985.44734764
2024-03-10 00:00:00.000,WETH-USDT,0xd04bc65744306a5c149414dd3cd5c984d9d3470d,3849.478211387,3961.25
