DAY,VOLUME_USD
2021-03-17 00:00:00.000,1367787064.74
2021-03-18 00:00:00.000,1222909656.12
2021-03-19 00:00:00.000,1439529010.53
2021-03-20 00:00:00.000,1234196263.08
2021-03-21 00:00:00.000,1364589786.74
2021-03-22 00:00:00.000,1811602164.74
2021-03-23 00:00:00.000,1569570432.73
2021-03-24 00:00:00.000,1908211812.69
2021-03-25 00:00:00.000,1679237208.34
2021-03-26 00:00:00.000,1514573561
2021-03-27 00:00:00.000,1257226162.12
2021-03-28 00:00:00.000,1563142560.7
2021-03-29 00:00:00.000,4299602212.11
2021-03-30 00:00:00.000,13253971007.09
2021-03-31 00:00:00.000,7126862810.22
2021-04-01 00:00:00.000,2276689800.62
2021-04-02 00:00:00.000,2326873915.78
2021-04-03 00:00:00.000,1933502156.38
2021-04-04 00:00:00.000,1530699208.45
2021-04-05 00:00:00.000,1696713320.87
2021-04-06 00:00:00.000,1657617911.22
2021-04-07 00:00:00.000,1963260969
2021-04-08 00:00:00.000,1702637597.79
2021-04-09 00:00:00.000,1536797120.02
2021-04-10 00:00:00.000,1609960065.33
2021-04-11 00:00:00.000,1351113047
2021-04-12 00:00:00.000,1676641549.61
2021-04-13 00:00:00.000,2086995313.91
2021-04-14 00:00:00.000,2143051559.71
2021-04-15 00:00:00.000,1719603128.73
2021-04-16 00:00:00.000,2090345340.97
2021-04-17 00:00:00.000,1743215177.1
2021-04-18 00:00:00.000,3019430220.19
2021-04-19 00:00:00.000,2796926763.8
2021-04-20 00:00:00.000,2519986700.07
2021-04-21 00:00:00.000,2085511816.34
2021-04-22 00:00:00.000,2857078489.69
2021-04-23 00:00:00.000,3042735916.36
2021-04-24 00:00:00.000,1515159921.57
2021-04-25 00:00:00.000,1398945539.96
2021-04-26 00:00:00.000,1953238561.24
2021-04-27 00:00:00.000,1970572869.24
2021-04-28 00:00:00.000,2022384374.07
2021-04-29 00:00:00.000,1731563435.53
2021-04-30 00:00:00.000,1650653375.71
2021-05-01 00:00:00.000,1806321903.45
2021-05-02 00:00:00.000,2134458860.53
2021-05-03 00:00:00.000,2767091023.95
2021-05-04 00:00:00.000,3432269506.75
2021-05-05 00:00:00.000,2345177465.8
2021-05-06 00:00:00.000,2192434032.98
2021-05-07 00:00:00.000,2314898717
2021-05-08 00:00:00.000,3959282124.98
2021-05-09 00:00:00.000,3249120236.82
2021-05-10 00:00:00.000,4880459251.56
2021-05-11 00:00:00.000,3872834818.53
2021-05-12 00:00:00.000,5729684633.96
2021-05-13 00:00:00.000,5485492444.32
2021-05-14 00:00:00.000,3921910120.76
2021-05-15 00:00:00.000,3306942044.18
2021-05-16 00:00:00.000,4082618467.93
2021-05-17 00:00:00.000,4759677736.12
2021-05-18 00:00:00.000,3865394796.84
2021-05-19 00:00:00.000,11230844305.7
2021-05-20 00:00:00.000,6640408259.73
2021-05-21 00:00:00.000,5536939747.48
2021-05-22 00:00:00.000,3604162379.38
2021-05-23 00:00:00.000,7499765432.76
2021-05-24 00:00:00.000,4562840196.47
2021-05-25 00:00:00.000,3888285152.59
2021-05-26 00:00:00.000,4095903183.18
2021-05-27 00:00:00.000,3102619871.64
2021-05-28 00:00:00.000,3350874028.27
2021-05-29 00:00:00.000,3061310661.42
2021-05-30 00:00:00.000,2707962564.37
2021-05-31 00:00:00.000,2464498231.02
2021-06-01 00:00:00.000,2385127955.5
2021-06-02 00:00:00.000,2192917361.46
2021-06-03 00:00:00.000,2414523387.92
2021-06-04 00:00:00.000,2948319423.18
2021-06-05 00:00:00.000,1834810751.26
2021-06-06 00:00:00.000,1222964978.44
2021-06-07 00:00:00.000,2057579210.21
2021-06-08 00:00:00.000,3093482490.53
2021-06-09 00:00:00.000,2574897746.66
2021-06-10 00:00:00.000,2046585100.02
2021-06-11 00:00:00.000,2336534891.22
2021-06-12 00:00:00.000,1853432993.24
2021-06-13 00:00:00.000,1663844514.49
2021-06-14 00:00:00.000,1867971035.04
2021-06-15 00:00:00.000,1790028598.78
2021-06-16 00:00:00.000,1803098532.49
2021-06-17 00:00:00.000,1872799589.55
2021-06-18 00:00:00.000,2084000867.12
2021-06-19 00:00:00.000,1456254619.55
2021-06-20 00:00:00.000,1751222233.95
2021-06-21 00:00:00.000,3761181237.44
2021-06-22 00:00:00.000,3479779017.88
2021-06-23 00:00:00.000,2009135036.33
2021-06-24 00:00:00.000,1612764167.12
2021-06-25 00:00:00.000,1990182546.29
2021-06-26 00:00:00.000,1614976369.65
2021-06-27 00:00:00.000,1568983172.05
2021-06-28 00:00:00.000,2442088704.45
2021-06-29 00:00:00.000,2040598479.81
2021-06-30 00:00:00.000,1905868592.01
2021-07-01 00:00:00.000,2719840581.94
2021-07-02 00:00:00.000,1657797900.15
2021-07-03 00:00:00.000,1522064470.72
2021-07-04 00:00:00.000,1457260409.1
2021-07-05 00:00:00.000,1616588666.67
2021-07-06 00:00:00.000,2162416412.17
2021-07-07 00:00:00.000,1576096951.12
2021-07-08 00:00:00.000,1905616620.78
2021-07-09 00:00:00.000,1766692503.36
2021-07-10 00:00:00.000,1399386691.11
2021-07-11 00:00:00.000,1041017475.42
2021-07-12 00:00:00.000,1397302154.1
2021-07-13 00:00:00.000,1913963767.07
2021-07-14 00:00:00.000,1827753603.12
2021-07-15 00:00:00.000,1996851002.81
2021-07-16 00:00:00.000,1691642972.89
2021-07-17 00:00:00.000,1315566688.46
2021-07-18 00:00:00.000,1372696470.79
2021-07-19 00:00:00.000,1488318877.53
2021-07-20 00:00:00.000,2069230349.08
2021-07-21 00:00:00.000,2373720272.32
